,x1,x2,x3,x4
1,0.5220476054032649,0.35883636751290443,0.6999042389202902,0.49353534874124727
2,0.3871403531926868,0.5665977403561566,0.4160469439583995,0.6130741345681014
3,0.19385751298422058,0.47897425003959865,0.6374075789117631,0.6370736153544854
4,0.674880616470667,0.49750175324722595,0.5469676681625839,0.4784964343677695
5,0.2669537898365198,0.4994513335404647,0.4456936601222817,0.822663174793909
6,0.5030171064010932,0.5298926855495214,0.5530362132763456,0.43774647008943407
7,0.6370856016489929,0.516462450326357,0.42241642169407323,0.45188109092339807
8,0.3040547928315529,0.669336489065312,0.4903773126925933,0.5609506444248824
9,0.5582522737654199,0.4974470559334316,0.44617037025652256,0.5462938736226031
10,0.45219407051509725,0.5977844426427161,0.5624316573773672,0.46418073918269487
11,0.3580369431465815,0.714533526928751,0.7741503558597854,0.06367089766426508
12,0.6879260149406201,0.5032449171133503,0.3441093842882767,0.5807084348622467
13,0.4874056166352181,0.507479447269891,0.5607228426129223,0.5199052292522288
14,0.6438518624245881,0.5425032824612279,0.5235144906956258,0.3983336993543739
15,0.5435842950744313,0.6697082303436368,0.29298672928265573,0.523119159140967
16,0.4926641637344581,0.38563889599151435,0.5896490659869399,0.5782715170991445
17,0.631830749392854,0.30753074771310296,0.7370611820418838,0.37018729597004185
18,0.5735490693324297,0.4365359343662918,0.49962857417679835,0.5992394816060357
19,0.34146888737881015,0.6202148662210649,0.4029213167426726,0.5947338502990099
20,0.6350148497336154,0.3416173969056703,0.5991184461822177,0.5169643260616277
21,0.5609364473541014,0.4679737199703731,0.38769544306033143,0.7188575993566325
22,0.6533641697104571,0.5338993464100836,0.34606449196405026,0.5957896040327482
23,0.3991518791526342,0.6454544209518429,0.3815448010019574,0.6287836295874105
24,0.5565690679208277,0.5414281297761441,0.4692035818597167,0.5236312360895191
25,0.3146284552722358,0.586308576222518,0.4863435111875953,0.5457628015419385
26,0.4536284317602023,0.6969724410756961,0.4858798120286562,0.38427829628838817
27,0.771822996111023,0.4869649996516675,0.4417178347235133,0.4395711312904099
28,0.43550185760793003,0.5616919978602419,0.478455093728016,0.6064490431933289
29,0.5840412119888935,0.2987030260212484,0.6625541545858848,0.42695015910265954
30,0.41234423747946114,0.6317098967187672,0.4829111636029209,0.4935622866554276
31,0.3612466764602564,0.4924609411659506,0.6697125785537621,0.5121341945579263
32,0.30963998941020354,0.4813862955392579,0.5251551481744529,0.7247175170927738
33,0.6172139682434739,0.6362547665106828,0.278119471392034,0.5331438520872532
34,0.31126647200583785,0.6081921902564059,0.4328137875941567,0.6687594930844871
35,0.46781733775161755,0.574096749105389,0.6026145823188552,0.46976750602765005
36,0.556138656595028,0.5748196978069413,0.27390761215350956,0.647765296984144
37,0.392933160827828,0.5835749065018624,0.3941386322221315,0.6405517292549429
38,0.45788065013200263,0.5110144255338563,0.5683804089273087,0.539176255857642
39,0.5277492410067852,0.4844206926209357,0.5757318354950592,0.40599100616943895
40,0.5528541796116836,0.5152655513478767,0.4993737635629706,0.44989933939512744
41,0.6310927233304074,0.45421284227008407,0.6532022297636633,0.3211913804690343
42,0.6961051941703363,0.4756821745311759,0.43402341975877523,0.605048355307748
43,0.3980915620575715,0.6549342963939333,0.2731016700890084,0.6822345795173178
44,0.5987567935499448,0.337037730303823,0.5243834244700016,0.6320197982777171
45,0.4295927772525327,0.6211442185294201,0.5234541465432991,0.43243802484363175
46,0.2807323501398376,0.6942026934779973,0.47919411057590205,0.553046054288512
47,0.46415339745576667,0.5547044984209819,0.3557576579820465,0.6359770963277633
48,0.4599476411781335,0.48017197343378254,0.5057132695156862,0.6041249018873539
49,0.4640395901088679,0.651851543443937,0.398865749911432,0.5536531552662484
50,0.5305900155976846,0.6774797118008542,0.3755165035332459,0.43542027080869183
51,0.5490483234138539,0.6418148267283141,0.3248182915891256,0.6017318211553945
52,0.46626255187023524,0.5847051985091264,0.478674373119369,0.4932524274948663
53,0.5191858865847878,0.3866713030521576,0.5834025586313027,0.5804873267694276
54,0.4528453981689789,0.600915283969118,0.5970881510123645,0.34657017376089766
55,0.3994001359636702,0.6288551966295353,0.36271235605651586,0.586840875692676
56,0.6827828828905702,0.40964639882480947,0.4909380767615794,0.5349257774526578
57,0.5983021749559345,0.5296670572389122,0.18516085407180635,0.8472411188398657
58,0.5551175812064627,0.5988385579946711,0.4277327082595147,0.5237544990552335
59,0.5293728528969781,0.45303747643841535,0.5078215603530233,0.4854727892342988
60,0.7096360245630955,0.6763293157753638,0.2958692470063092,0.45536824615089755
61,0.6525929340452075,0.33572333440594093,0.471497487865723,0.5666861667579294
62,0.43121355368783465,0.4318392378972332,0.5168885041301609,0.6877965817973486
